ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
3u9OO9Og0Gc,50,60,"/m/015lz1,/m/02mscn,/m/04rlf","['r&b', 'live performance', 'female vocal', 'melodic singing', 'female choir', 'piano', 'bass guitar', 'acoustic drums', 'sentimental', 'groovy', 'urban']",This is a live performance of an R&B music piece. There is a female vocalist singing melodically in the lead. Three female supporting vocals can be heard singing in the back. The melody is being played by the piano while the bass guitar plays a groovy bass line. The rhythm is provided by an acoustic drum beat. The atmosphere is sentimental. This piece can be used in the soundtrack of a romance movie involving a couple in a long distance relationship.,9,False,False
3ujGrObyefA,30,40,"/m/03_d0,/m/04rlf,/m/09x0r","['instrumental', 'fast tempo', 'upbeat music', 'review', 'men talking', 'interview', 'documentary', 'promotion', 'keyboard harmony', 'bright drumming', 'enthusiastic electric guitar harmony', 'groovy bass line', 'digital drum', 'synthesiser arrangements', 'male voices interaction', 'superimposed vocals', 'upbeat', 'enthusiastic', 'cheerful', 'positive', 'vibrant', 'happy']","This music is instrumental. The tempo is fast with an upbeat keyboard harmony, bright drumming, energetic electric guitar and synthesiser and digital drum arrangements. There is an interaction between two men superimposed over the music. The music is lively, cheerful, happy, positive, upbeat, warm and heartening. This is the background score for an Interview or documentary.",7,False,False
3uz_ZrGsIaA,30,40,"/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['low quality', 'clean electric guitar melody', 'passionate', 'reverberant', 'noisy', 'mono']","The low quality recording features a clean electric guitar melody with a beautiful reverb effect on it. The recording is a bit noisy and in mono, and it sounds like a player is practicing his melodies.",4,False,True
3vEsFxolnFs,100,110,"/m/018j2,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y","['instrumental', 'medium tempo', 'female voice speaking', 'banjo lesson', 'banjo tutorial', 'country music', 'country string instruments', 'plucked string instrument', 'dance music', 'learning banjo']",This clip is an instrumental with a female voice speaking. The tempo is medium with a banjo riff. This is a Banjo lesson on chord progression for country dance music. It is clear and crisp.,7,False,False
3w3fD54bNvU,30,40,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['guitar band', 'guitar solo', 'scratching tones', 'guitar pick percussions', 'song covers', 'strings scratched with plectrum percussions', 'live performance', 'live audience', 'ambient room noises', 'echoes', 'average audio quality', 'groovy music', 'instrumental music', 'country music', 'tense', 'suspense', 'gunslingers', 'groovy', 'story tellers', 'the wild west', 'emotional', 'passionate', 'heroes and villains', 'legends', 'epic stories', 'electric guitar', 'rhythm guitars', 'cowboys']",The song is an instrumental. The song is medium tempo with a guitar playing lead and several guitarists playing harmony  and accompaniment and a pick scratching guitar strings producing a percussive line. The song is immersive and has a classic country gun fight duel vibe to it. The song has ambient room noises.,1,False,False
3w4nFQrUQ8k,20,30,"/m/011k_j,/m/04rlf","['instrumental', 'intense', 'vigorous drumming', 'percussion instrumental', 'steel pan', 'snare', 'resounding', 'rhythmic percussion', 'snare', 'minimalist', 'boomy bass drum', 'steel pan', 'synthesiser arrangements', 'sinister', 'anticipation of danger', 'scary', 'fearful', 'loud', 'powerful']","This music is instrumental. The tempo is fast with atmospheric synthesiser, percussions like a boomy bass drum, enthusiastic steel pan and snare. The music is loud, resounding,intense, sinister, grim, suspenseful, burgeoning and boomy. This is a Percussion Instrumental.",7,False,True
3w_LsKl-3Pk,30,40,"/m/01wy6,/m/02p0sh1,/m/04rlf,/m/04szw,/m/085jw","['low quality', 'traditional', 'noisy', 'mono', 'passionate woodwind melody', 'wooden percussive elements', 'soulful', 'passionate', 'emotional']","The low quality recording features a traditional song that consists of a passionate woodwind melody played over wooden percussive elements. It sounds soulful, passionate and emotional, even though the recording is in mono and noisy.",4,False,False
3zIQTDfS4Hk,30,40,"/m/04rlf,/m/04szw,/m/0l156b","['low quality', 'noisy', 'background percussive instrumental', 'tropical steel drum melody', 'tropical', 'exotic', 'emotional']","The low quality recording features a tropical steel drum melody playing over background percussive instrumental. It is noisy, but it sounds tropical, exotic and emotional.",4,False,True
3zPvfVmL0nE,550,560,"/m/05r6t,/m/06by7","['rock&roll', 'acoustic drums', 'e-guitar', 'tambourine', 'organ', 'medium to uptempo']",This audio contains someone playing a drum with a big kick drum and snare sound playing cymbals along with a tambourine. In the background you can hear an electric organ playing long minor chords while a distorted e-guitar is playing a solo sounding as someone singing. This song may be playing live at a festival.,6,False,False
3zT0aiN2E70,30,40,"/m/026z9,/m/04rlf","['instrumental', 'fast tempo', 'dj', 'dj mixer', 'futuristic', 'fourth world music', 'psychedelic', 'hypnotic', 'vocalisation', 'catchy vocal riff', 'techno music', 'hysteria', 'live performance', 'live audience', 'outdoor performance', 'ambient sounds', 'people singing', 'fans cheering', 'clapping', 'muffled audio', 'amateur recording', 'heavily synthesised music', 'electro pop', 'synth pop', 'trance']","This music is an upbeat instrumental. The tempo is fast with vigorous digital drumming, synthesiser arrangements and DJ mixer effects. The music is electrifying, pulsating, buoyant, punchy, groovy, youthful and high-spirited. This music is an outdoor live performance with ambient sounds. There are sounds  of hysterical fans cheering, clapping and singing along. This music is Futuritic Electronic Pop/ Techno Pop.",7,False,False
3zntWbS9XeI,70,80,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5","['epic song', 'instrumental', 'no voices', 'instrument reverb', 'guitar strum', 'minimal instruments', 'no percussion']","This audio clip features the end of an instrument with a lot of reverb. This additional reverb gives the ending an epic feel. At the end of the clip, a guitar chord is struck. There are no other instruments in this song. There are no voices in this song. This song can be used to promote a reverb pedal.",0,False,True
4--05CAaDsg,460,470,"/m/04rlf,/m/07rrlb6","['baby noises', 'instrumental music', 'fun', 'frolic', 'baby home video', 'medium tempo', 'latin music', 'party time', 'amateur production', 'water splashing sounds', 'volume changes', 'latin dance music', 'memdium tempo', 'ambient swimming pool sounds', 'baby cooing', 'steady drumming', 'trumpets playing harmony', 'guitar accompaniment', 'groovy bass line', 'home video soundtrack']","The song is an instrumental with a baby making noises while paddling in a pool. The song is medium tempo with steady drumming, latin percussion, guitar accompaniment, trumpets playing in harmony and keyboard accompaniment. The song is a soundtrack for a home video and the audio quality is bad due to varying noise levels.",1,False,True
40D4L5Ndi6k,80,90,"/m/03r5q_,/m/04rlf","['male singer', 'fast tempo', 'regional pop', 'folk pop', 'emphatic vocals', 'foreign language', 'bright violin', 'energetic', 'animated percussions', 'lively mandolin', 'acoustic guitar', 'groovy bass line', 'folk song', 'folk music', 'world music', 'pop', 'pop hits', 'youthful', 'dance music', 'celebration', 'merry', 'happy']","A male vocalist sings this animated song in a foreign language. The tempo is fast with a bright applied violin accompaniment, lively drumming, groovy bass line, tambourine beats, rhythmic mandolin and acoustic guitar accompany net. The song is lively, energetic, vibrant, happy, vivacious and merry with a dance groove. This song is a Folk Pop/Regional Pop.",7,True,True
40i3_JH6FYw,90,100,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5,/m/0l14_3","['jam', 'instrumental', 'single instrument', 'overdriven electric guitar', 'guitar solo', '80s sound', 'blues']",This is a recording of an instrumental jam. There is a blues type solo being performed on an overdriven electric guitar. The guitar has an 80s sound. This recording could be sampled for use in beat-making or as an advertisement jingle.,9,False,False
40kbMyL2Wgo,30,40,"/m/04rlf,/m/06j64v","['hiphop', 'synth bass', 'digital drums', 'synth pads', 'lead sounds', 'male voice rapping', 'male voice singing', 'aggressive', 'uplifting energy', 'medium to uptempo']",This audio contains digital drums playing along to a male voice singing in a higher key while a synth bass sound and a lead sound are supporting the epic atmosphere. Then another male voice starts rapping with a lot of confidence and a little aggression in his voice. A male voice is providing backing vocals panned to both sides of the speakers. This song may be playing as a motivational mood enhancer.,6,False,False
40sAH2ZB0Pg,30,40,"/m/018j2,/m/01lyv,/m/04rlf,/m/0gg8l","['bluegrass', 'acoustic guitar', 'slide guitar', 'upright bass', 'banjo', 'female duo singing', 'amateur recording', 'uptempo']",Someone is playing an acoustic guitar strumming chords on the backbeat along with a banjo doing the same. A slide guitar is playing a melody along. An upright bass is playing a simple bassline. Two female voices are singing as a duo. The second one creates harmony in the higher register. This song is an amateur recording. This song may be playing at a local event.,6,False,True
40vmsGsFBsw,0,10,"/m/04rlf,/m/07pqn27","['ball bouncing sound', 'string section harmony', 'tutorial video soundtrack', 'animation', 'poor audio quality', 'timpani’s playing loud', 'violins playing', 'cellos', 'philharmonic orchestra', 'medium tempo', 'movie soundtrack', 'instrumental music', 'retro ad', 'ad jingle', 'funny video']","The song is an instrumental. The song is medium tempo with a string section accompaniment, timpani playing and other percussion instruments. There are other funny sounds like ball bouncing and other percussion tones. The song is an ad jingle soundtrack. The audio track is of poor quality.",1,False,True
40xkia7fwEM,30,40,"/m/04rlf,/m/04wptg","['male singer', 'medium tempo', 'violin', 'country music', 'sentimental', 'melancholic', 'string orchestra', 'string harmony', 'country folk song', 'country hits', 'country pop', 'regional pop', 'fiddle', 'cello', 'viola', 'acoustic guitar', 'dulcet', 'mellifluous', 'mellow', 'emotional', 'romantic', 'dreamy', 'sentimental nostalgic', 'story telling', 'performance']","A male vocalist sings this mellow country song. The tempo is medium with fiddle, cello and viola harmony with acoustic guitar rhythm.The song is mellow, soft, dulcet,emotional , melancholic and nostalgic . This song is Country Pop.",7,False,True
42QgE4mM55I,30,40,"/m/04rlf,/t/dd00003,/t/dd00005","['amateur recording', 'popsong', 'background song', 'kids singing', 'male and female voice singing', 'higher register', 'digital drums', 'synth sound', 'joyful energy']",A background song is being played containing a female voice singing along to a synthesizer pluck melody and a digital drum with a big deep kick sound. Kids are singing along and laughing when a male voice starts singing along in a higher key. This song may be playing while enjoying time with your family.,6,False,True
42xehaGoJbc,30,40,"/m/01xqw,/m/02qmj0d,/m/0l14_3","['live recording', 'violins', 'layers of violins', 'thrilling', 'exciting', 'suspenseful', 'string instruments', 'poor audio quality']","This is a live recording. The audio quality is poor. We hear a string section with layers of violins that are playing a motif which sounds exciting, suspenseful, and thrilling. It immediately gets you feeling on edge.",3,False,False
44sbWBFswUY,30,40,"/m/03r5q_,/m/04rlf,/m/0ggx5q","['fast dance beat', 'christmas music', 'four on the floor kick pattern', 'chipmunk vocal', 'drum machine', 'pitched up vocal', 'drum fill', 'syncopated synth chord stabs', 'spirited']","Spirited Christmas music with a fast four on the floor dance beat. There is a high pitched 'chipmunk' style vocal singing a well-known tune accompanied by syncopated synth chord stabs, a drum machine and a drum fill.",8,True,True
45iNSkfzOwM,190,200,"/m/039jq,/m/04rlf","['instrumental music', 'medium tempo', 'grinding tool', 'documentary soundtrack', 'glass friction sounds', 'piano accompaniment', 'music box tones', 'steady bass line', 'emotional', 'delicate', 'documentary soundtrack', 'ambient factory noise', 'tense', 'positive', 'fruitful', 'positive', 'sensitive']","The song is an instrumental. The tempo is medium with a piano accompaniment, music box tones and percussion tones with a metal grinding instrument making noise. The song is tense and anticipatory. The song is a soundtrack for a documentary film.",1,False,True
46WpyRUqwXU,30,40,"/m/04rlf,/m/0y4f8","['low quality', 'pop', 'wide harmonizing male vocals', 'wide shimmering hi hats', 'wide brass melody', 'electric guitar chords', 'straight piano melody', 'reverberant passionate female vocal', 'punchy snare', 'smooth bass guitar', 'groovy', 'addictive', 'passionate']","The low quality recording features a pop song that contains a passionate female vocal, alongside wide harmonizing male vocals, singing over wide brass melody, electric guitar chords, straight piano melody, punchy snare and smooth bass guitar. It sounds groovy, addictive and passionate.",4,False,False
476vNb6thyM,30,40,"/m/0342h,/m/03_d0,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['jazzy electric guitar melody', 'low quality', 'mono', 'noisy', 'calming', 'relaxing']","The low quality recording features a jazzy electric guitar melody. The recording is noisy and it is in mono - regardless, it sounds calming and relaxing.",4,False,True
49nqh7uI9fw,30,40,"/m/04rlf,/m/07gxw,/m/07qfr4h,/m/07szfh9","['electro', 'synthesizer', 'white noise with filter', 'male voice samples', 'experimental']","This recording contains male voice samples that seem to be pitched down and strongly processed with effects, also reverb and delay. One is panned to the right side of the speakers. A lot of white noise is running through a filter and an LFO. A synthesizer is playing a simple melody for a moment before fading away. This song may be playing in-between two songs of a DJ-set.",6,False,True
4AejyFDHP_k,30,40,"/m/02p0sh1,/m/04rlf,/t/dd00031","['latin/country/folk', 'acoustic guitars', 'upright-bass', 'female duo singing', 'medium to uptempo']",An acoustic guitar almost fully panned to the left side of the speakers is strumming a single chord as a rhythmic element while an upright-bass is playing a walking bassline. The other acoustic guitar is adding a little melody at the end of the phrase of the singers. The female duo is singing a melody together. One a little deeper and the other a little higher creating a harmony. This song may be playing in the countryside of a Latin country.,6,False,True
4AfykLGm0j8,30,40,"/m/04rlf,/m/06bz3","['compilation', 'jingle', 'generic', 'rock', 'electric guitar', 'static sound effect', 'pop', 'female vocal', 'keyboard', 'electronic drums', 'disorganized', 'random']","This is a compilation of various different music pieces all in one recording to advertise a radio software. The pieces are generic in nature. There is a rock music piece with an electric guitar playing. After a static sound effect, it switches to a pop music piece. There is a female vocalist singing over a keyboard and electronic drum beat background. There is a random feeling to this track.",9,False,True
4BIIFU_b6BY,0,10,"/m/0155w,/m/04rlf,/m/07sbbz2","['blues/rock', 'e-bass', 'acoustic drums', 'e-guitar', 'fast tempo', 'dance']",An acoustic drum is playing a rock groove with a big emphasis on the ride and silent hits on the crash. Along with the drums a electric bass is playing a bluesy line and so does the guitar. Another e-guitar is strumming chords. The whole song sounds fast and may be playing at a local festival where people are dancing.,6,False,True
4Bc9OoagYmo,80,90,"/m/04rlf,/t/dd00031","['electric guitar lick', 'pop rock', 'electric guitar chord plucking', 'mellow', 'laid-back jazzy rock', 'simple jazzy rock drumming', 'organ chords', 'smooth']","The song has a laid-back, unfussy feel to it. There are various instruments layered to form a smooth, groovy, yet mellow song. The song would be categorized as pop rock, owing to the electric guitar lick and prominent electric guitar chord plucking. There's also an organ and an electric piano. The singer sounds soulful but relaxed.",3,False,True
4CkJjhuYRmY,10,20,"/m/01kcd,/m/0319l","['philharmonic orchestra', 'horn player', 'horn melody', 'string section', 'brass section', 'horn section', 'conductor', 'composer', 'western classical music', 'instrumental music', 'victory march', 'timpani’s', 'violins', 'exciting', 'enthusiastic', 'nostalgia', 'great memories', 'victories', 'emotional', 'splendour', 'clarinets', 'pomp and glory', 'medium tempo']","The song is an instrumental. The tempo is medium with a horn playing melody accompanied, by a string section, horn section and a rhythm section and led by a conductor. The song is exciting and regal. The song is a classical western tune.",1,False,False
4CkZqT26Vb0,30,40,"/m/025td0t,/m/02cjck,/m/02v2lh,/m/04rlf,/m/0l14gg","['ambient music', 'no voices', 'middle-eastern melody', 'middle-eastern instruments', 'percussion', 'flute', 'relaxing music', 'instrumental']",This song features a flute playing the main melody. This is accompanied by percussion playing a nomadic beat. A stringed instrument plucks notes in the background. Ambient synth sounds are played to give fullness to the song. This song has a middle-eastern influence and is dreamy. It can be played in the intro lobby of a game.,0,False,True
4CrPPlHN9_s,90,100,"/m/04rlf,/m/07m2kt","['cover', 'pop', 'passionate male vocal', 'wide arpeggiated electric guitar melody', 'simple bass guitar', 'harmonizing background vocals', 'emotional', 'noisy', 'low quality']","The low quality recording features a cover of a pop song and it consists of passionate male vocals, alongside harmonizing background vocals, singing over wide, arpeggiated electric guitar melody and simple bass guitar. The recording is a bit noisy, but it is barely audible, especially when you take into account that it sounds very emotional.",4,False,True
4EwWBI-tHLk,30,40,"/m/01kcd,/m/01wy6,/m/07c6l,/m/07gql","['instrumental', 'fast tempo', 'brass band', 'tuba', 'clarinet', 'street busking', 'trumpet', 'scratching sound', 'guiro', 'busking percussion', 'lively', 'animated', 'spirited', 'trombones', 'clarinet', 'wind instrument', 'brass instruments', 'banjo', 'resonator', 'shakers', 'busking', 'buskers']","This music is a lively harmony of the brass and wind instruments. The tempo is fast with lively tuba, trombone, trumpet, clarinet with mandolin and resonator accompaniment and busking percussion that sounds like scratching. His music is loud, vibrant, perky, engaging and animated street busking.",7,False,False
4GlH0-KhInI,30,40,"/m/02lkt,/m/04rlf,/m/07gxw","['techno', 'digital drums', 'synth bass', 'male voice singing', 'deeper voice', 'uptempo']",This song contains digital drums playing a kick on every beat together with a digital synth bass playing a simple almost monotone bassline. A male voice is singing in a deeper key. This song is running through some filters opening up and with a lot of reverb. This song may be playing while having a car ride.,6,False,False
4Gow6qZcNZI,390,400,"/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y","['low quality', 'groovy bass guitar', 'flat male vocal', 'noisy', 'mono', 'tutorial']","The low quality recording features a tutorial where a flat male vocalist is talking, after which a groovy bass guitar is playing. The recording is noisy and in mono.",4,False,False
4H1nc2Xv2Hg,30,40,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['guitarist', 'acoustic guitar', 'minor scale played wrong', 'guitar playing video', 'amateur player', 'guitar learner', 'ambient room noise', 'instrumental music', 'soloist', 'guitar solo', 'boring', 'unsteady playing', 'youtube music video', 'guitar demonstration', 'dissonant notes', 'poor audio quality', 'traffic noise']","The song is an instrumental. The tempo is slow and unsure, with a guitarist attempting to play a minor scale and gets the scale wrong. The song has poor audio quality with ambient traffic noise in the background.",1,False,False
4HfU5OQUqq0,220,230,"/m/04rlf,/m/08j51y","['vocal male monologue', 'drilling noises', 'youtube tutorial', 'medium tempo', 'documentary soundtrack', 'modern', 'cool', 'positive', 'groovy bass line', 'ambient room notes', 'male rap singer', 'memdium tempo', 'groovy bas slime', 'hip hop drumming rhythm', 'syncopated rhythm', 'groovy rhythm', 'soft music background track', 'documentary soundtrack', 'poor audio quality', 'strong bass drops', 'keyboard percussive tones']","A male artist talks and makes drilling noises. The song is a modern hip hop song with male rap vocals, hip hop drumming rhythm, heavy bass drops and keyboard harmony. The track has ambient room noises and the music track is very faint. The audio quality is very average.",1,False,True
4HhJneiP-hY,0,10,"/m/04rlf,/t/dd00037","['orchestra', 'winds section', 'timpani', 'rising pattern', 'dramatic', 'sound effects', 'thunder']","There is an orchestra composed of the winds section and the timpani playing a dramatic tune with a rising melody. Afterwards, a thunder sound effect can be heard. Sounds from this piece can be sampled for use in advertisement jingles or in beat-making.",9,False,False
4JYJRqwqWGM,60,70,/m/0395lw,"['amateur recording', 'chime/bell', 'birds chirping']",This audio contains a melodic bell ringing. In the background you can hear birds chirping. This is an amateur recording.,6,False,False
4KqSdK5KM-I,80,90,"/m/016cjb,/m/018j2,/m/01lyv,/m/0342h,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y,/m/0gg8l","['bluegrass', 'semi acoustic mandolin', 'banjo', 'upright bass', 'background noises', 'amateur recording']",A banjo is playing chords while an upright bass is playing a bassline. These two form the rhythmic section. On top of that a mandolin is playing a fast and complex solo. In the background you can hear the crowd cheering and clapping hands. This is an amateur recording. This song may be playing in a big pub.,6,False,True
4L9KyVVsQOc,30,40,"/m/01glhc,/m/02sgy,/m/04rlf,/m/0g12c5","['low quality', 'echoing electric guitar solo melody', 'noisy', 'mono', 'passionate', 'rock']",The low quality recording features an echoing electric guitar playing rock solo melody. The recording is noisy and in mono. It sounds passionate.,4,False,True
4LZSSya3ZZQ,30,40,"/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y","['low quality', 'flat male vocal', 'acoustic guitar solo melody', 'tutorial', 'mono']",The low quality recording features a flat male vocal talking over an acoustic guitar solo melody playing in the background. It sounds like a tutorial and the recording is in mono.,4,False,False
4Lk8pUeLCwQ,60,70,"/m/0145m,/m/04rlf,/m/0glt670","['male singers', 'backup singers', 'vocal harmony', 'keyboard accompaniment', 'reggae music', 'tero pop hits', 'retro dance hits', 'groovy dance rhythm', 'percussive bass line', 'groovy drum rhythm', 'keybiard accompaniment', 'sonic effects', 'horns playing trumpets', 'passionate', 'story telling', 'spirited', 'enthusiastic', 'exciting', 'medium fast tempo']","A male singer sings this reggae melody with backup singers in vocal harmony. The song is medium fast tempo with a groovy drum drumming rhythm, keyboard accompaniment, percussive bass line and various percussive effects. The song is groovy and enthusiastic with a reggae influence.",1,False,False
4M0njWKFsME,30,40,"/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['rock music', 'piano', 'electric guitar strumming', 'minor key', 'rock power ballad', 'ballad', 'grungy electric guitar strumming', 'overdrive']","Here we have a powerful rock ballad instrumental in a minor key. The guitar is grungy and overdriven, and the piano is clean and plays the same chords as the guitar at the same time.",3,False,False
4M_k01zIbVM,30,40,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['low quality', 'playback', 'cover', 'soft rock', 'groovy bass', 'strummed electric guitar', 'mellow electric guitar melody', 'reverberant rimshot', 'shimmering cymbals', 'sizzling high pitched synth pad', 'emotional', 'passionate', 'funky']","The low quality recording features a cover of a soft rock song and it consists of strummed electric guitar and mellow electric guitar melody played over playback that has groovy bass, reverberant rimshots, shimmering cymbals and sizzling high pitched synth pad. It sounds emotional, funky and passionate.",4,False,False
4Mm5mBgktG0,30,40,"/m/04rlf,/m/07gxw,/m/07s72n,/m/07szfh9,/m/08cyft","['average audio quality', 'groovy rhythm', 'electronic dance music', 'instrumental music', 'groovy bass line', 'medium tempo', 'synth trumpet lead', 'people dancing', 'dj', 'techno dance rhythm', 'dance club', 'dance floor', 'spirited', 'energetic', 'youthful', 'grunge keyboard tones']","The song is an instrumental. The song is medium tempo with a groovy bass line, grunge keyboard tones, synth trumpet lead and techno drumming rhythm. The song is entertaining and energetic. The song is an electronic dance song with average quality recording.",1,False,True
4Mo7tdV2LZk,30,40,"/m/02p0sh1,/m/04rlf","['oriental', 'voices singing', 'fast oud playing', 'slower tempo', 'amateur recording']",A oud is being played fast while a choir is singing a melody slowly moving down the scale. This song may be playing at a music reunion. This is an amateur recording.,6,False,True
4PGzlwvXMnE,30,40,"/m/0155w,/m/04rlf","['low quality', 'trap', 'wide harmonizing male vocals', 'flat male vocal', 'punchy 808 bass', 'repetitive synth lead melody', 'groovy', 'addictive', 'high pitched riser']","The low quality recording features a trap song that consists of flat male vocals, alongside wide harmonizing male vocals, singing over punchy 808 bass and repetitive synth lead melody in the background. There is a high pitched riser at the end of the loop. It sounds groovy and addictive thanks to that cadence.",4,False,True
4PNPgaLKFlc,150,160,"/m/04rlf,/t/dd00031","['kids music', 'positive', 'fun', 'bright piano', 'subtle trumpets', 'appealing female vocals', 'easygoing', 'mid-tempo', 'jazzy drums']",The track is a Kids Music song. A female voice with appealing vocals sings an easygoing melody. A piano with a bright sound plays a jazzy melody. A jazz drum kit plays a smooth beat. In the background there are trumpets playing a melody that matches the positive and fun atmosphere of the track.,5,False,True
4Psj5jYa7a4,20,30,"/m/02bxd,/m/04rlf","['didgeridoo', 'circular breathing', 'water sound', 'percussive sound', 'fast tempo', 'amateur recording']",Someone is playing a didgeridoo using circular breathing to continue airflow. A percussive stick sound can be heard and in the background you can hear waves of water. This song may be playing at the beach practicing didgeridoo by yourself.,6,False,True
4Psyk_xyBl0,40,50,"/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5","['chorus electric guitar', 'guitar effects pedal', 'mid tempo', 'psychedelic', 'no vocals', 'dreamy']",The track features an electric guitar with a chorus pedal effect. The guitar alternates between riff to melody. The sound is space-like and almost psychedelic. The atmosphere is sweet and dreamy.,5,False,True
4QES-SJ7mP0,210,220,"/m/0145m,/m/04rlf,/m/0glt670","['r&b', 'synthesizer pad', 'electronic drums', 'female vocalist', 'hip hop', 'minor key', 'modern production', 'four chord']","A four chord modern hip hop/ R&B production featuring synthesizer pads, electronic drums, a female vocalist in a minor key.",8,False,False
4QJktFv916o,170,180,"/m/04rlf,/m/09x0r,/t/dd00036","['low quality', 'metal', 'punchy snare', 'double pedal kick', 'female opera vocal', 'wide electric guitar melody', 'groovy bass', 'energetic cymbals', 'aggressive', 'upbeat', 'energetic']","The low quality recording features a metal song that consists of female opera vocal singing over double pedal kick, punchy snare, energetic cymbals, wide electric guitar melody and groovy bass guitar. It sounds aggressive, energetic and upbeat.",4,False,False
4S4NDnNTptY,30,40,"/m/04rlf,/m/05lls","['orchestra', 'low quality', 'noisy', 'energetic', 'dynamic', 'wide strings section', 'aggressive triangle cymbal', 'uptempo', 'brass section', 'woodwind section']","The low quality recording features an orchestra that contains a wide string section, aggressive triangle cymbal and woodwind section dynamically playing an addictive melody. It is very noisy, uptempo, energetic and dynamic.",4,False,True
4T2KBwRxi_g,520,530,"/m/02bxd,/m/04rlf,/m/09x0r,/m/0lyf6","['didgeridoo', 'breathing sounds', 'deep bellowing instrument', 'live recording']","This is a live recording of a didgeridoo being played. The musician  takes a deep breath intermittently while playing the deep, bellowing tone of the instrument.",3,False,False
4TDtUHo5cSE,30,40,"/m/04rlf,/m/07qlf79","['low quality', 'groovy walking bass', 'smooth organ keys melody', 'shimmering hi hats', 'soft snare hits', 'groovy drums', 'soft kick hits', 'shimmering ride cymbal', 'jazz', 'easygoing', 'warm']","The low quality recording features a jazz song that consists of shimmering hi hats and ride cymbals, soft kick and snare hits, groovy walking bass and smooth organ keys melody. It sounds easygoing, groovy and warm - almost like a theme song for some old cartoon.",4,False,True
4TXy2i036LU,30,40,"/m/0155w,/m/04rlf","['pop', 'e-guitar', 'strumpets', 'upright bass', 'drums', 'piano', 'male voice singing', 'medium to uptempo', 'sensitive']",This song contains drums with a deep and strong but jet soft kick sound with a snare that sounds muted. An upright bass or e-bass is playing a line along. A e-guitar is strumming a chord progression along with a piano. A male voice is singing in the midrange sounding sensitive and honest. Panned to both sides of the speakers two trumpets are playing a melody in the lower to mid-range. This song may be playing in a beautiful romantic art video.,6,False,False
4T_5clu_0OM,0,10,"/m/0164x2,/m/04rlf,/m/0xzly","['latin male vocals', 'backup singers', 'song intro', 'groovy bass line', 'medium tempo', 'poor audio quality', 'kick drums', 'latin band', 'latin dance band', 'gospel music', 'praise and worship', 'christian contemporary music', 'tambourine percussions', 'steady drum rhythm', 'groovy bas slime', 'latin folk song', 'latin folk song', 'conversations', 'passionately', 'spirited', 'groovy', 'guitar rhythm']","Male singers engage in a conversation at the beginning of the song. The song is medium tempo with a guitar playing rhythm, steady drumming rhythm, tambourine percussion, kick drum percussion and keyboard accompaniment. The song is romantic and spirited. The audio quality is poor.",1,False,False
4Ua6i_VDYU4,30,40,"/m/04rlf,/t/dd00035","['amateur recording', 'pop', 'dance', 'e-bass', 'digital drums', 'synth pluck', 'strings', 'female voice singing', 'crowd cheering', 'uptempo']","This audio contains a digital drum with a kick on every beat. An e-bass is playing a slightly funky groove. A synthesizer is playing a short fast melody. Another synth sound is playing a string/pad sound rising up into focus. A female voice is singing, then another female voice takes over singing. The crowd is cheering loudly. This song may be playing during a live show.",6,False,False
4Udqs0trpMw,30,40,/m/05pd6,"['orchestral/jingle', 'brass section', 'flutes', 'xylophone', 'cymbals', 'medium tempo', 'uplifting energy']",This audio contains an orchestral composition. A brass section is playing an uplifting melody with a horn playing a bassline. Cymbals are playing a 8th notes rhythm and flutes and a trombone are playing a countermelody. On top of that a xylophone is playing a melody in a higher pitch on top. This song may be playing during a cheerful cultural event such as Christmas.,6,False,False
4VbXYuCz4M0,30,40,"/m/03qjg,/m/085jw","['low quality', 'noisy', 'mono', 'harmonica solo melody', 'acoustic rhythm guitar chords', 'happy', 'joyful', 'live performance']","The low quality recording features a live performance that consists of harmonica solo melody played over acoustic rhythm guitar chords. The recording is noisy, in mono and it sounds happy and joyful.",4,False,False
